,id,title,twitter_location,twitter_text,twitter_time,twitter_user
250,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Northampton, PA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/fDxAXKbHQo",2018-02-08 00:49:46,ladyskullshine
251,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Jensen Beach, FL","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/pJylt3ZWNI",2018-02-08 00:53:31,MgreetaSagy
252,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/P2nM6rDc4f",2018-02-08 00:58:36,CarolynSimons2
253,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/51MOyK1bjq",2018-02-08 01:07:29,RagingStilettos
254,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",instagram @leesaMultimedia,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/JaX4twIEdW",2018-02-08 01:15:30,LeesaMultiMedia
255,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Florida, USA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/YiNyeX360b",2018-02-08 01:18:07,AtlanticBail
256,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",My heart NYC but my soul N M,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/09ul6d36pv",2018-02-08 01:22:44,DreamArtsProds
257,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/FTV2q6j8uL",2018-02-08 01:23:38,micheal201385
258,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/tRV0g4VWTX",2018-02-08 01:23:39,Kisaswaneyyaho1
259,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/70gRcAilfJ via @LoveThisPic_com",2018-02-08 01:24:48,servingd
260,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Milwaukee, Wisconsin","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/autWEXRTRi",2018-02-08 01:28:56,YoungLightning5
261,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Tarentum, Pa.","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/2P7J1K2lq2",2018-02-08 01:36:29,C4156J
262,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Westfield, NY","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/FdxgLu4cmB",2018-02-08 01:45:03,laydyone
263,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/a0Hmd0UYUC",2018-02-08 01:56:26,dmselly
264,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",St. Vincent & The Grenadines,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/vwMo48UP1U",2018-02-08 02:06:03,TopRoadRadio
265,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Chicago, IL","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/iLaGUGZ1jC",2018-02-08 02:17:09,bruce2leeroy
266,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/mSm9gnyXeW",2018-02-08 02:20:10,JoneyIndiana
267,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/m40LOL4s5y",2018-02-08 02:20:41,swcouponclipper
268,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Savannah Georgia,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/cOfEXP9dde",2018-02-08 02:20:45,ZoeZoesCafe
269,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/1JzzU6LMye",2018-02-08 02:26:33,JadeMahoney
270,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Mississippi,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/X3I2b1cZGm",2018-02-08 02:37:53,Heavannah
271,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Atlanta, GA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/U429eqwTGh",2018-02-08 02:49:36,justcallyami
272,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Salt Lake City, UT","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/oMKTSSr8MO",2018-02-08 02:51:55,HollyDawnHewlet
273,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/s8CEhpW6jr",2018-02-08 02:55:36,BusyMomKitchen1
274,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Texas, USA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/ays58AZKft",2018-02-08 03:11:03,my4corners
275,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Texas, USA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/1DKn8OARde",2018-02-08 03:11:13,my4corners
276,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",united states,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/W9gZsfqBLL",2018-02-08 03:25:56,GabF_FireSprite
277,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Palm Coast, FL","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/nU74H7kanA",2018-02-08 03:31:49,MrsRadfar
278,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/jjMGfR1u9V",2018-02-08 03:42:42,wendyandcole
279,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Bluffdale, UT","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/HUhM7hZLhh",2018-02-08 03:44:12,mrsmgonzalez
280,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Newnan, GA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/QYn3u041iM",2018-02-08 03:46:29,Coach_Ogletree
281,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/kKZuJTpDJC",2018-02-08 04:00:48,EstatesSPM
282,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/3ZtlIFEUdk",2018-02-08 04:01:03,TerracesSPM
283,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/1S2vRpkVIx",2018-02-08 04:16:28,donnamwhiteaz
284,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Florida, USA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/FbwbZRI9sB",2018-02-08 04:19:59,ChandleeStyle
285,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",574 ,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/32b4p9SK0X",2018-02-08 04:20:45,lexis_mackensi
286,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/EUh58Zbf5s",2018-02-08 04:37:36,ShanayBieber__
287,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/TSUPN1lObI",2018-02-08 04:49:59,jerryprice6959
288,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Gulf Coast Mississippi,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/8sttNHfAAr",2018-02-08 04:57:00,RoaringwTreva
289,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Titusville, Fl","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/6BtneYGfOJ",2018-02-08 04:58:22,westerngracefl
290,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/ycyguZ5aWF",2018-02-08 05:19:50,DaeAhzae
291,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Ft. Lauderdale Florida,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/EmGOGJO56t via @LoveThisPic_com",2018-02-08 05:26:20,truegreengirl
292,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/jqr66uZbgK",2018-02-08 05:52:31,ZemiraN
293,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","South Carolina, Myrtle Beach
","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/I50N8ZtnFX",2018-02-08 06:53:04,CarolineeYuh
294,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Jamaica,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/jL95ERfeKn",2018-02-08 07:47:56,Dev4jah
295,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Athens, Georgia, US","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/Lv3n5U9XB9",2018-02-08 08:01:01,OneShotCountsLC
296,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",tyneside england,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/U3iwV6p8pq",2018-02-08 08:20:31,drumshop
297,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",TENERIFE,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/eCf5PCiyTA",2018-02-08 08:52:36,lauraaakennedyy
298,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",United States,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/jnouD4Ntv5 via @LoveThisPic_com",2018-02-08 08:53:12,ruth99rs
299,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Choctaw, Mississippi","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/0e96e71QIJ",2018-02-08 09:41:23,donnielbell
300,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Milwaukee,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/mygBJup3XN via @LoveThisPic_com",2018-02-08 09:46:58,Hollywood_InMKE
301,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Chicago/NYC/London,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/vqAJJVUe0r",2018-02-08 10:08:51,dudejosecool
302,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Richford Vt,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/pUjFMoEz5g",2018-02-08 10:12:20,ShawnSmurray
303,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Finland,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/yxwRciFmrq",2018-02-08 10:35:46,rvilmi
304,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","HERMANTOWN,MINN.","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/QspiA2LXv2",2018-02-08 10:43:48,BRUCEBatna1000
305,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Petoskey, Michigan","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/hoBZ28Qya0",2018-02-08 11:13:19,sharolynw
306,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Preston, Connecticut","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/69gZyRaPrc",2018-02-08 11:48:55,roseledgefarm
307,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Renton, WA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/1QoOfb3AHa",2018-02-08 12:06:16,seattleslem
308,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Cincinnati, Ohio","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/zLvgeqGFls",2018-02-08 12:16:57,UK9A152
309,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Dallas, Texas","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/UggtVaU8fZ",2018-02-08 12:28:50,RainbowWildlife
310,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Florida,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/tAwyUvXhcr",2018-02-08 12:35:57,Socialinspired7
311,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/A4IOnKvkXi",2018-02-08 12:40:10,Rhinosan1
312,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Nevada,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/cEJwJ6AVii",2018-02-08 12:44:16,steph52398
313,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",United States,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/NwWKuV6Es6 via @LoveThisPic_com",2018-02-08 12:54:40,vAmazingFacts
314,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",California,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/FSOY91DbtM",2018-02-08 13:27:01,rndgiftbaskets
315,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/qyCPmLX9sG",2018-02-08 13:27:39,Tiapula520
316,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",the Mid-Hudson Valley in NY,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/N6VyldAU2k via @LoveThisPic_com",2018-02-08 13:46:28,moosecats
317,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/6J9UfTwmY2",2018-02-08 13:52:30,jenkins_nettie
318,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/1osN5PcyrU",2018-02-08 13:59:02,suzuki2007
319,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Dorchester, mass","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/m8OoVPlW5Z",2018-02-08 14:02:24,DIAMONDTV617
320,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Oklahoma, USA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/LEibQi4K2d",2018-02-08 14:10:56,joylcrutchfield
321,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","iPhone: 43.060745,-88.002686","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/EvixWaGWQ8",2018-02-08 14:16:22,GirlTosa
322,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/KTsMtRkiXm",2018-02-08 14:32:03,gerri_bar
323,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Mansfield, TX","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/lzkAZEJ7A4",2018-02-08 14:39:57,mrsdbz15
324,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Accra, Ghana","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/rsIhRWYJNB",2018-02-08 14:45:24,zionbrown
325,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Philadelphia, PA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/FUafW88HLy",2018-02-08 14:45:27,ACarlaSimpson
326,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Maryland, A.","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/qnKS45rZwU",2018-02-08 14:55:40,CookiiMonztaLuv
327,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/1SG0haq0Uw",2018-02-08 14:59:01,WithDebi
328,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/HAk46g3XGI",2018-02-08 15:02:37,jwdw1959
329,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/YB37HuUTXi",2018-02-08 15:04:16,bj54
330,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Oxford PA 19363,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/w9cXJOURv7",2018-02-08 15:16:23,DebraGeorgeOTR
331,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Oxford PA 19363,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/y6YqM9TrFb",2018-02-08 15:16:42,DebraGeorgeOTR
332,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Everywhere,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/Ohj0xxlftU",2018-02-08 15:17:57,AMERICANWOP
333,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Atlanta, GA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/lGvCKkTs1l",2018-02-08 15:22:22,ConnaitreT
334,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Tucson,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/EF0vNjuayd",2018-02-08 15:38:02,doctress
335,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/VWPySdAAtr",2018-02-08 15:44:54,Avonnaq
336,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/Zg2onnCfsj",2018-02-08 16:17:20,wshultz
337,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Maui, Hawaii","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/s1sbJmPOu5",2018-02-08 16:27:02,samsmall
338,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",maine,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/iApSnCOLKZ",2018-02-08 16:58:43,donnaannsmalley
339,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/SL4gwueuXz",2018-02-08 17:18:24,debbie6045
340,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Queenz New York,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/HT6HJIJc3q",2018-02-08 17:21:17,DjPhatzNY
341,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Pennsylvania,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/m5vmq4Sd18",2018-02-08 17:43:36,RaeRaevazquez
342,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Yuma, AZ","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/V3wCqiYv1m",2018-02-08 17:53:46,benedict_tanya
343,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","New Orleans, LA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/iKTU8reSgM",2018-02-08 17:56:26,charlenewarnsl
344,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Maui- Hawaii,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/KN02Qex7fg",2018-02-08 18:10:19,Nokaoibabyrents
345,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",opportunity highway,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/C2BHs7NZf2",2018-02-08 18:14:17,CWSR8
346,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Baltimore,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/E4BUL5rbgX",2018-02-08 18:25:53,bmoreevent
347,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",The Universe,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/ehIptkKJPb",2018-02-08 18:28:05,Teleos1
348,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/GIu022oapm",2018-02-08 18:30:52,Lamaelorr
349,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Lake Charles, Louiaiana","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/A8PS6jiWyr",2018-02-08 18:31:16,DebbieWelch3
350,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/evVX7bYVMc via @LoveThisPic_com",2018-02-08 18:36:45,Shayla_Terkalas
351,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Columbus, OH","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/NOpjP5VK9y",2018-02-08 18:45:35,highestpraise33
352,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",On the web ... silly!,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/zgvecCMX9y",2018-02-08 19:21:18,amfightclub
353,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Jasper,ga","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/3D3ns0nNsN",2018-02-08 19:21:48,sin_d1984
354,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/hCCyax6LSP",2018-02-08 19:31:04,TrueFemale2012
355,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Houston,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/MUeqVSDfqm",2018-02-08 19:36:27,Dannyboy1112
356,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Miami, FL","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/EJL8Z0giCR",2018-02-08 19:46:39,yourpsychicceo
357,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Queens,NY","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/1lJSDMQtiE",2018-02-08 20:02:50,sunshne37
358,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Swanton, Ohio","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/iXPo8XGSlb",2018-02-08 20:16:14,TSMcCormick
359,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Houston , Tx","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/rLMuqYLJDB",2018-02-08 20:27:41,lamontg39
360,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","ÜT: 18.5474221,-72.3115206","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/aBRWE8T3GF",2018-02-08 20:30:01,viker2k
361,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/oOWVgLfsKh",2018-02-08 20:41:09,HeatherGansky
362,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",CA,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/nvuE0zwDGu",2018-02-08 20:44:20,4Dorothy1
363,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Ripon, Wi, USA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/Y0mPJ50VQD",2018-02-08 21:14:35,JusitnLoest
364,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Chi-Town,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/YggadbZlqG",2018-02-08 21:15:56,ejvanette
365,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Brooklyn, NY","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/rhApjhDnkR",2018-02-08 21:25:49,Steviechords
366,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Kentucky, USA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/rZhTscVxOd",2018-02-08 21:52:37,Ladiangela
367,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",London,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/93cQaiY1kJ",2018-02-08 21:56:07,Mum4justice1966
368,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Georgia, USA","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/Umftq8imsA",2018-02-08 21:58:35,CompleteLadybug
369,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Washington DC Metropolis,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/G2PsjltEPg",2018-02-08 22:01:27,BeatKonductaz
370,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Ohio,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/Nt1DuzT1EE",2018-02-08 22:04:22,Felicia0005
371,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018","Mineral Point, Missouri","Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/U4Q2yLDSie",2018-02-08 22:11:29,seafoodlady
372,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/eShfFUaIUi",2018-02-08 22:12:31,minnesotaflower
373,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Philadelphia,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/YvUs9lcUix",2018-02-08 22:19:06,Lord_Khaz
374,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/PqOOKEpKW1",2018-02-08 22:30:55,bizasusual11
375,politifact15018,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",Eden WI,"Smoking In Cars With Children Is Illegal Starting January 30, 2018 https://t.co/v1TjRxa7GS",2018-02-08 22:50:41,BeckyD543
